title,year,genres,budget,box_office,vote_count,runtime,production_companies,release_month,poster_url,original_language,roi,success_label,imdb_rating,profit
Surajmukhi,1950,Drama,0,0,0,0,Madhuban's,12,https://image.tmdb.org/t/p/w500/lndoqGVTo57k1WS5kk0Yy8kV0Jd.jpg,hi,0.0,Flop,5.0,0
Nirala,1950,"Drama, Romance, Thriller",0,0,1,107,,6,https://image.tmdb.org/t/p/w500/2pgYDXDgMO9TmOeVILLV6P4Q8yb.jpg,hi,0.0,Flop,5.301029995663981,0
Hamara Ghar,1950,Unknown,0,0,0,134,Hindustan Chitra,10,https://image.tmdb.org/t/p/w500/cisnhBXPhP0onBztfrK4uMZFTii.jpg,hi,0.0,Flop,5.0,0
Anmol Ratan,1950,Unknown,0,0,0,115,,10,https://image.tmdb.org/t/p/w500/iLY6VL0j7WOEB1q06fMsj2ulJyT.jpg,hi,0.0,Flop,5.0,0
Biwi,1950,Unknown,0,0,0,112,,12,https://image.tmdb.org/t/p/w500/hRYxEVy7MmeBDxCc0LiebAtFlkU.jpg,hi,0.0,Flop,5.0,0
Sargam,1950,"Family, Drama",0,110000,0,135,"Filmistan Studios, Sasadhar Mukherjee Productions",12,https://image.tmdb.org/t/p/w500/ySgTqKxUE3LSQpJoYkxH4P7rc4h.jpg,hi,0.0,Flop,5.0,110000
Banwra,1950,Drama,0,0,0,148,Shree Durga Productions,12,https://image.tmdb.org/t/p/w500/ksMLcWkg4LZR9qNPxAukJaS9WGN.jpg,hi,0.0,Flop,5.0,0
Sangram,1950,Drama,0,0,1,139,,12,https://image.tmdb.org/t/p/w500/5s3pcVziuhwTvGiwQ65MfofaMu3.jpg,hi,0.0,Flop,5.301029995663981,0
Samadhi,1950,"Drama, History",0,0,0,156,Filmistan Studios,12,https://image.tmdb.org/t/p/w500/dLSJSSYva0IiMJIb8GObWDLuJIN.jpg,hi,0.0,Flop,5.0,0
Bijli,1950,Drama,0,0,0,0,Hindustan Chitra,9,https://image.tmdb.org/t/p/w500/9JFYM7TCyohbEMUVvJfF1PtkJ7h.jpg,hi,0.0,Flop,5.0,0
Babul,1950,Drama,0,0,0,142,"Famous Cine Laboratories & Studios, Sunny Art Productions",12,https://image.tmdb.org/t/p/w500/vAeOLlXuMPmvvv1csqcYclP7BKW.jpg,hi,0.0,Flop,5.0,0
Sheesh Mahal,1950,Drama,0,0,0,144,Minerva Movietone,12,https://image.tmdb.org/t/p/w500/ukCfvZbnHMOWrPbI0Z88R4PR3PW.jpg,hi,0.0,Flop,5.0,0
Hanste Ansu,1950,Drama,0,0,0,0,,12,https://image.tmdb.org/t/p/w500/460JSIHVKXwK2nVxoKMpaneADZI.jpg,hi,0.0,Flop,5.0,0
Arzoo,1950,"Drama, Romance",0,0,1,130,,6,https://image.tmdb.org/t/p/w500/vZkMqkNc7vBtq3dFqATl2CiFSgc.jpg,hi,0.0,Flop,5.301029995663981,0
Pardes,1950,Drama,0,0,0,128,All India Pictures,1,https://image.tmdb.org/t/p/w500/eVXNHjbaPveppoW8js9bx0n6l8D.jpg,hi,0.0,Flop,5.0,0
Pyar,1950,Drama,0,0,0,0,Sunrise Pictures,8,https://image.tmdb.org/t/p/w500/lKkKlreJ9MqfprcllkeWJEMNxhq.jpg,hi,0.0,Flop,5.0,0
Jogan,1950,"Romance, Drama",0,0,7,116,Shree Ranjit Movitone Co,2,https://image.tmdb.org/t/p/w500/8IVhJBteB6wptJrmnvWyCo6qGco.jpg,hi,0.0,Flop,5.903089986991944,0
Babla,1951,Unknown,0,0,0,114,Angel Digital Private Limited,12,https://image.tmdb.org/t/p/w500/gvC6cOoQujmfDHxyCiiP9GZ8XzQ.jpg,hi,0.0,Flop,5.0,0
Saagar,1951,Unknown,0,0,0,0,,3,https://image.tmdb.org/t/p/w500/5JwPpN0MPa64Hlnt6Kk6njdkTqB.jpg,hi,0.0,Flop,5.0,0
Nadaan,1951,Romance,0,0,0,119,,2,https://image.tmdb.org/t/p/w500/3qVMO6NRywJfLrOd5dFpcQbcPxG.jpg,hi,0.0,Flop,5.0,0
Badal,1951,Romance,0,0,1,137,Varma Films,9,https://image.tmdb.org/t/p/w500/fj4N0FE2Tb3VywZjQUww9yiI1W0.jpg,hi,0.0,Flop,5.301029995663981,0
Nazneen,1951,Unknown,0,0,0,126,All India Pictures,8,https://image.tmdb.org/t/p/w500/tH39woSWpLYgKgRaQpDq9Z4i9XA.jpg,hi,0.0,Flop,5.0,0
Naujawan,1951,Drama,0,0,0,131,,1,https://image.tmdb.org/t/p/w500/9vq8iLOnwIcXS2GI0fdKoDrqrQq.jpg,hi,0.0,Flop,5.0,0
Awaara,1951,"Drama, Music, Romance",0,0,63,168,"All India Film Corporation, R.K. Films",12,https://image.tmdb.org/t/p/w500/njaaQO1JZRtypogw5IPLtTlOSLI.jpg,hi,0.0,Flop,6.8061799739838875,0
Malhar,1951,"Drama, Family",0,0,0,120,Darling Films,10,https://image.tmdb.org/t/p/w500/7OIul8ZMfnNj24IaW6FN9mecqeT.jpg,hi,0.0,Flop,5.0,0
Do Sitare,1951,Unknown,0,0,0,132,Famous Pictures,6,https://image.tmdb.org/t/p/w500/ztKQivRS63Kwokaw31DH3IuFeQm.jpg,hi,0.0,Flop,5.0,0
Lav Kush,1951,Unknown,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/xiOxMV7achKzn6J0zojbzIxkkGB.jpg,hi,0.0,Flop,5.0,0
Jadoo,1951,Unknown,0,0,0,137,"Kardar Productions, Musical Pictures",11,https://image.tmdb.org/t/p/w500/mb1FRUc8YBzvYHEapZNz3fg8PlP.jpg,hi,0.0,Flop,5.0,0
Nagina,1951,"Mystery, Romance, Thriller, Horror",0,0,1,136,Pancholi Productions,1,https://image.tmdb.org/t/p/w500/fYUuRh7m2deWoheAdHfR8Xr2Ldb.jpg,hi,0.0,Flop,5.301029995663981,0
Madhosh,1951,Unknown,0,0,1,128,Wadia Films Pvt. Ltd.,12,https://image.tmdb.org/t/p/w500/ju9q0WqHkVxV9Bwaac5tEgt5fd7.jpg,hi,0.0,Flop,5.301029995663981,0
Hamari Shaan,1951,"Family, Drama",0,0,0,123,,1,https://image.tmdb.org/t/p/w500/gXDjsTgcjghSDfWXHDU0jEJ2bCV.jpg,hi,0.0,Flop,5.0,0
Afsana,1951,Unknown,0,0,1,168,,1,https://image.tmdb.org/t/p/w500/4gAPjYGP22mwfLwhw5g0vb5KrrZ.jpg,hi,0.0,Flop,5.301029995663981,0
Hulchul,1951,Drama,0,0,0,132,,2,https://image.tmdb.org/t/p/w500/tWqDg0hSV6UlpXuONgfHFm8ycka.jpg,hi,0.0,Flop,5.0,0
Bahar,1951,Drama,0,0,0,170,,10,https://image.tmdb.org/t/p/w500/4sUEZUqoo4sz5Sht2tS4SRvAdmv.jpg,hi,0.0,Flop,5.0,0
Deedar,1951,Music,0,0,1,130,,1,https://image.tmdb.org/t/p/w500/urKmQOHkQ1LBkXv6oMOclsshjBE.jpg,hi,0.0,Flop,5.301029995663981,0
Saiyan,1951,Unknown,0,0,0,137,,9,https://image.tmdb.org/t/p/w500/5KoDLOry2Tm5a4y6Rz07nOiiXvs.jpg,hi,0.0,Flop,5.0,0
Khazana,1951,"Action, Adventure",0,0,0,118,Bakshi Brothers,4,https://image.tmdb.org/t/p/w500/s6ED7bk2HBMapJDo6lEqPeOVQ93.jpg,hi,0.0,Flop,5.0,0
Dholak,1951,Unknown,0,0,1,155,,7,https://image.tmdb.org/t/p/w500/xgbikmQ2VakKy8eH4XxkhGOrskj.jpg,hi,0.0,Flop,5.301029995663981,0
Sanam,1951,Unknown,0,0,0,120,United Technicians,7,,hi,0.0,Flop,5.0,0
Buzdil,1951,Unknown,0,0,0,0,Film Arts,11,https://image.tmdb.org/t/p/w500/bvSsnkzwdag9ooALDkprgV6daDg.jpg,hi,0.0,Flop,5.0,0
Sazaa,1951,Unknown,0,0,0,110,G. P. Productions,9,https://image.tmdb.org/t/p/w500/YwHOpr2bbkhUExOdA5a4nfxyq8.jpg,hi,0.0,Flop,5.0,0
Tarana,1951,Romance,0,0,1,0,,10,https://image.tmdb.org/t/p/w500/x4dXcfXqJokwzcAlCN6IAq3C231.jpg,hi,0.0,Flop,5.301029995663981,0
Sagai,1951,Drama,0,0,0,0,Varma Films,3,https://image.tmdb.org/t/p/w500/mz5XtWp1ZfEPNRRUFqvtKzzn8Bh.jpg,hi,0.0,Flop,5.0,0
Albela,1951,Unknown,0,0,2,158,,2,https://image.tmdb.org/t/p/w500/lpbgEJuXyJez5RDDbghiEHMFZJt.jpg,hi,0.0,Flop,5.477121254719663,0
Adaa,1951,Romance,0,0,0,0,Goel Cine Corporation,11,https://image.tmdb.org/t/p/w500/bl0I4Ay4L8MIknfkhVmgPkgkW0p.jpg,hi,0.0,Flop,5.0,0
Aaram,1951,"Drama, Romance",0,0,0,102,Kashyap Production,8,https://image.tmdb.org/t/p/w500/2Vtrw04XuO6FussRGUDAUMqR8Ba.jpg,hi,0.0,Flop,5.0,0
Jai Mahalakshmi,1951,Unknown,0,0,0,153,,11,https://image.tmdb.org/t/p/w500/exVmcyTXIwxabeQfu8rkQFZ2Ebw.jpg,hi,0.0,Flop,5.0,0
Pyar Ki Baten,1951,Unknown,0,0,0,0,,3,https://image.tmdb.org/t/p/w500/f2SkTsiESrIhwGR9KS0J8wyjJXQ.jpg,hi,0.0,Flop,5.0,0
Lakshmi Narayan,1951,Unknown,0,0,0,147,,11,https://image.tmdb.org/t/p/w500/yHEnbgWs9XLGsFd8vOO0waQTY2Q.jpg,hi,0.0,Flop,5.0,0
Hum Log,1951,Drama,0,0,2,0,India Film Exchange,9,https://image.tmdb.org/t/p/w500/3ExmQNdUHmvPamycvrh8xkwhu0Q.jpg,hi,0.0,Flop,5.477121254719663,0
Ek Nazar,1951,"Drama, Romance",0,0,0,112,NH Studioz,10,https://image.tmdb.org/t/p/w500/biwDgW8RH8qZgu9FoN5HcrhVQN4.jpg,hi,0.0,Flop,5.0,0
Saudagar,1951,Drama,0,0,0,0,West Hind Pictures,7,https://image.tmdb.org/t/p/w500/xaGqz662ARF5MueZpMQkekEgfd2.jpg,hi,0.0,Flop,5.0,0
Kali Ghata,1951,Unknown,0,0,0,145,,7,https://image.tmdb.org/t/p/w500/3rtfgHUPrRziAQMRpcWqPxAScM7.jpg,hi,0.0,Flop,5.0,0
Rajput,1951,Unknown,0,0,0,0,Jubilee Pictures,3,https://image.tmdb.org/t/p/w500/ekLgTZsEieUAamVd6nZglzE7fHv.jpg,hi,0.0,Flop,5.0,0
Shokhiyan,1951,"Drama, Music, Romance, History",0,0,0,137,,1,https://image.tmdb.org/t/p/w500/9oj0JmiFxY7ZnWVi9fISSY8OD0p.jpg,hi,0.0,Flop,5.0,0
Stage,1951,Unknown,0,0,0,0,,11,https://image.tmdb.org/t/p/w500/jMpNncdJnjjY3nti9ekqQepfbTL.jpg,hi,0.0,Flop,5.0,0
Hanumaan Pataal Vijay,1951,Unknown,0,0,0,145,Wadia Films Pvt. Ltd.,3,https://image.tmdb.org/t/p/w500/d0DMaFiIVzCbU3qN3sZcqCmY6c5.jpg,hi,0.0,Flop,5.0,0
Daman,1951,Unknown,0,0,0,0,,6,https://image.tmdb.org/t/p/w500/yzKzXniSJPIYic7XEDON4hLCLNd.jpg,hi,0.0,Flop,5.0,0
Adiperaku,1951,Drama,0,0,0,0,,12,,hi,0.0,Flop,5.0,0
Shri Ganesh Janma,1951,Unknown,0,0,0,0,,1,,hi,0.0,Flop,5.0,0
Sangdil,1952,"Drama, Horror",0,0,1,150,,11,https://image.tmdb.org/t/p/w500/4GZWh21t0NZ0BfV7wqOUshmT6xY.jpg,hi,0.0,Flop,5.301029995663981,0
Insaan,1952,Unknown,0,0,0,0,,6,https://image.tmdb.org/t/p/w500/vdR6oQQfzcj0oTg4tQ5JWjYbJ2r.jpg,hi,0.0,Flop,5.0,0
Diwana,1952,Romance,0,0,0,144,,5,https://image.tmdb.org/t/p/w500/4MYrVWF54BmvrmhCNRz3aR66kmO.jpg,hi,0.0,Flop,5.0,0
Aan,1952,"Action, Adventure, Drama",0,0,6,161,Mehboob Productions,7,https://image.tmdb.org/t/p/w500/poBqq1SfO5WCVVyGGInrw1iLYOF.jpg,hi,0.0,Flop,5.845098040014257,0
Baiju Bawra,1952,"Music, Drama, Romance",0,17000000,6,165,Prakash Pictures,10,https://image.tmdb.org/t/p/w500/3WfK4t6FjLBV7L95SvbgthCOfVi.jpg,hi,0.0,Flop,5.845098040014257,17000000
Do Raha,1952,Drama,0,0,0,135,Progressive Pictures,8,https://image.tmdb.org/t/p/w500/iesFlY9FcwVDkwNwqMP4UhQYwBz.jpg,hi,0.0,Flop,5.0,0
Shisham,1952,"Drama, Family",0,0,0,0,Anil Pictures,1,https://image.tmdb.org/t/p/w500/m7vU2TQHnzoYIaaCtDPMvSo7TUI.jpg,hi,0.0,Flop,5.0,0
Jaal,1952,"Crime, Drama, Music, Thriller",0,0,1,115,,3,https://image.tmdb.org/t/p/w500/5YzDU3J6fIUZ583L6a8kIxT72ZM.jpg,hi,0.0,Flop,5.301029995663981,0
Aandhiyan,1952,Drama,0,0,0,136,Nakvetan Films,1,https://image.tmdb.org/t/p/w500/exqU2lIOmTaFWVZKSaM6urUm1I1.jpg,hi,0.0,Flop,5.0,0
Anand Math,1952,"Drama, History",0,0,2,176,Filmistan Studios,1,https://image.tmdb.org/t/p/w500/lZuxEFUDnbV20kS7VRwtYOgOsOb.jpg,hi,0.0,Flop,5.477121254719663,0
Maa,1952,"Drama, Romance",0,0,0,120,"The Bombay Talkies Ltd., The Bombay Talkies Studios",5,https://image.tmdb.org/t/p/w500/5wwtpzEllDJ6oZfDbCICGb3CQcp.jpg,hi,0.0,Flop,5.0,0
Anhonee,1952,"Drama, Romance, Thriller",0,0,3,132,Naya Sansar,10,https://image.tmdb.org/t/p/w500/8wUQx8BV5yEL24A7Dszf0BbQnLn.jpg,hi,0.0,Flop,5.6020599913279625,0
Mr. Sampat,1952,Comedy,0,0,0,165,Gemini Studios,12,https://image.tmdb.org/t/p/w500/eYjLf86yrUUIeUP26cxKMFXa1w7.jpg,hi,0.0,Flop,5.0,0
Shrimati Ji,1952,Unknown,0,0,1,0,,1,https://image.tmdb.org/t/p/w500/m3iAfP9HjmFrD9hdeiQpMShsniQ.jpg,hi,0.0,Flop,5.301029995663981,0
Daag,1952,"Drama, Romance",0,0,1,149,,7,https://image.tmdb.org/t/p/w500/rz943lhyJtZSjXscv6g2Rz6A3Z8.jpg,hi,0.0,Flop,5.301029995663981,0
Moti Mahal,1952,"Mystery, Horror",0,0,0,0,Nigaristan Films,1,https://image.tmdb.org/t/p/w500/f0owiyaTcfUHklABbMIOif2zpAq.jpg,hi,0.0,Flop,5.0,0
Chham Chhama Chham,1952,Comedy,0,0,0,0,,10,https://image.tmdb.org/t/p/w500/rH1tzszdb4VRYzdlTLgaWShDbPY.jpg,hi,0.0,Flop,5.0,0
Shin Shinaki Boobla Boo,1952,Unknown,0,0,0,0,Santoshi Productions,5,https://image.tmdb.org/t/p/w500/f5cJXGaH5i56QiuVa8x8EEnRj3x.jpg,hi,0.0,Flop,5.0,0
Amber,1952,"Thriller, Action, Adventure, Drama, Romance",0,0,0,141,Jagat Pictures,1,https://image.tmdb.org/t/p/w500/nV0CKd8NG7267QfHxSGbEBXY91y.jpg,hi,0.0,Flop,5.0,0
Rangeeli,1952,Drama,0,0,0,150,M & T Films,1,https://image.tmdb.org/t/p/w500/e694avhfVgPZMA7QLvg4z9dP5Fk.jpg,hi,0.0,Flop,5.0,0
Shabash,1952,Unknown,0,0,0,0,,1,,hi,0.0,Flop,5.0,0
Bewafa,1952,"Drama, Romance",0,0,0,112,,1,https://image.tmdb.org/t/p/w500/v2k7FKRmWkkS9XMq1i6S1zqDrPp.jpg,hi,0.0,Flop,5.0,0
Aladdin and the Wonderful Lamp,1952,"Action, Adventure, Music, Romance",0,0,0,140,,6,https://image.tmdb.org/t/p/w500/xJESi2IJq6kfMs2iUiSc032k117.jpg,hi,0.0,Flop,5.0,0
Lal Kunwar,1952,Horror,0,0,0,0,N.V.M. Productions,1,https://image.tmdb.org/t/p/w500/l5bjbgaBIyrQIXH9d7sFekjNe7a.jpg,hi,0.0,Flop,5.0,0
Tamasha,1952,Drama,0,0,0,128,,1,https://image.tmdb.org/t/p/w500/8kyGKzw8u6JCVKYVfSN6sJQEbSd.jpg,hi,0.0,Flop,5.0,0
Parbat,1952,"Action, Drama",0,0,0,112,Varma Films,2,https://image.tmdb.org/t/p/w500/u7macMBNFxEDnkPGAUzckaUHoFk.jpg,hi,0.0,Flop,5.0,0
Shadow,1952,Drama,0,0,0,150,Rajkamal Kalamandir,1,https://image.tmdb.org/t/p/w500/FkcnVx2UYeU90sdpPhS1i0yB9L.jpg,hi,0.0,Flop,5.0,0
Saqi,1952,Unknown,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/gXE7ql1cFen0QqHkxQhxdzi9McT.jpg,hi,0.0,Flop,5.0,0
Nirmohi,1952,Drama,0,0,0,0,Sheetal Movies,1,https://image.tmdb.org/t/p/w500/AiS2dMsawtCFlRAV2x1vhYbjgoW.jpg,hi,0.0,Flop,5.0,0
Hangama,1952,Drama,0,0,0,0,Gope Productions,1,https://image.tmdb.org/t/p/w500/dRxcCX2UgQg6s9qOUkKsVeXXBZH.jpg,hi,0.0,Flop,5.0,0
Raagrang,1952,Unknown,0,0,0,0,,1,,hi,0.0,Flop,5.0,0
Hyderabad Ki Nazneen,1952,Unknown,0,0,1,0,,1,https://image.tmdb.org/t/p/w500/9HaMbfujXkBxrvdXfkVSUcxZT1m.jpg,hi,0.0,Flop,5.301029995663981,0
Thokar,1953,"Drama, Family",0,0,0,140,NH Studioz,1,https://image.tmdb.org/t/p/w500/43at7T02Dz75Edu6awUycn0UPBu.jpg,hi,0.0,Flop,5.0,0
Gul Sanobar,1953,"Drama, Fantasy",0,0,0,0,"Basant Pictures, Super Pictures",1,https://image.tmdb.org/t/p/w500/ddgDJ8Gr8xsI2EuJomcFGLxUGXm.jpg,hi,0.0,Flop,5.0,0
Rahi,1953,Drama,0,0,0,139,"Dube Industries, Naya Sansar",8,https://image.tmdb.org/t/p/w500/ryFlsQ4dQpx4nwK2naBS1baoYYJ.jpg,hi,0.0,Flop,5.0,0
Gorilla,1953,"Adventure, Horror",0,0,0,0,Filmfair,1,https://image.tmdb.org/t/p/w500/mnIugPnGDb7SI80djLsrmSiqxQg.jpg,hi,0.0,Flop,5.0,0
Hazaar Raaten,1953,Drama,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/xW4H5j2qXRgqwrJO9z0bkuqRWIv.jpg,hi,0.0,Flop,5.0,0
Aurat,1953,Unknown,0,0,1,153,,1,https://image.tmdb.org/t/p/w500/5dJPHqxWgJgofvmqBmSxi2ffNw3.jpg,hi,0.0,Flop,5.301029995663981,0
Naya Ghar,1953,Unknown,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/s82S15PkRLao5A9oBDDjcPkJLbV.jpg,hi,0.0,Flop,5.0,0
Patita,1953,Unknown,0,0,1,143,,1,https://image.tmdb.org/t/p/w500/4YbmMYsf9aVcBzRVXVwlHcsr6Xo.jpg,hi,0.0,Flop,5.301029995663981,0
Jhansi Ki Rani,1953,"History, Drama",0,0,4,148,"Minerva Movietone, All India Film Corporation, Mehboob Productions",1,https://image.tmdb.org/t/p/w500/6a31Mi5aUNCNvHIWSoCy5p348ki.jpg,hi,0.0,Flop,5.698970004336019,0
Aah,1953,"Drama, Romance",0,0,0,146,R.K. Films,3,https://image.tmdb.org/t/p/w500/lte0e1hkcn9pGUFpydbvFOFCzxc.jpg,hi,0.0,Flop,5.0,0
Jeewan Jyoti,1953,Drama,0,0,2,128,Musical Pictures,6,https://image.tmdb.org/t/p/w500/ny5jmQys9xmv3BLPgLNh3laQzMP.jpg,hi,0.0,Flop,5.477121254719663,0
Anarkali,1953,"History, Romance, Music",0,0,0,175,,1,https://image.tmdb.org/t/p/w500/mSa2cDhgSLlKcE6yvmbCwPAoald.jpg,hi,0.0,Flop,5.0,0
Akash,1953,Unknown,0,0,0,0,,7,,hi,0.0,Flop,5.0,0
Teen Batti Char Raasta,1953,"Comedy, Drama",0,0,0,112,Rajkamal Kalamandir,2,https://image.tmdb.org/t/p/w500/l8inqRxIxSpRgklhYEEKfdyresN.jpg,hi,0.0,Flop,5.0,0
Two Acres of Land,1953,Drama,0,0,20,125,Bimal Roy Productions,1,https://image.tmdb.org/t/p/w500/t4blIwJ6HG9dqCSmifIhMsu4LvQ.jpg,hi,0.0,Flop,6.3222192947339195,0
Parineeta,1953,"Family, Drama",0,0,2,151,Ashok Kumar Productions,1,https://image.tmdb.org/t/p/w500/gAzin27BJYfZC1TCqeveJIIh09Q.jpg,hi,0.0,Flop,5.477121254719663,0
Footpath,1953,Drama,0,0,0,148,Shree Ranjit Movitone Co,10,https://image.tmdb.org/t/p/w500/pRCoypkmumIL0blsOGLz8jc828v.jpg,hi,0.0,Flop,5.0,0
Ladki,1953,Comedy,0,0,0,161,AVM Productions,1,https://image.tmdb.org/t/p/w500/sYUwnxb8q6s3ir9q8nMExULlrqv.jpg,hi,0.0,Flop,5.0,0
Laila Majnu,1953,"Romance, Drama",0,0,1,138,All India Pictures,12,https://image.tmdb.org/t/p/w500/u4tZhWzTTVv2oFk9MVMvFKYdPOn.jpg,hi,0.0,Flop,5.301029995663981,0
Shikast,1953,Drama,0,0,2,110,,9,https://image.tmdb.org/t/p/w500/rUrD4nCdUaLys2iLVkW64ssH6OH.jpg,hi,0.0,Flop,5.477121254719663,0
Ek Do Teen,1953,Unknown,0,0,1,140,,1,https://image.tmdb.org/t/p/w500/7vLYSAxqooUtX4omQTfAbybmclv.jpg,hi,0.0,Flop,5.301029995663981,0
Dhoon,1953,Unknown,0,0,1,0,,5,https://image.tmdb.org/t/p/w500/1wUH3b1dZEPKAoM2UlfbpYJMFzM.jpg,hi,0.0,Flop,5.301029995663981,0
Suhaag Sindoor,1953,Drama,0,0,0,0,"Rajkamal Kalamandir, Munshi Productions",1,https://image.tmdb.org/t/p/w500/pICqJDZM4mYo90mFlfhzpVBK6S5.jpg,hi,0.0,Flop,5.0,0
Shahenshah,1953,Unknown,0,0,0,0,G. P. Productions,12,https://image.tmdb.org/t/p/w500/yg5GEJGNmncYcE1r67c0ANj5R5p.jpg,hi,0.0,Flop,5.0,0
Paapi,1953,"Drama, Crime",0,0,1,111,Shree Ranjit Movitone Co,6,https://image.tmdb.org/t/p/w500/42dJDFPVKbFbtiIQDBuXe4FWARm.jpg,hi,0.0,Flop,5.301029995663981,0
Hamdard,1953,Drama,0,0,0,0,,1,,hi,0.0,Flop,5.0,0
Nagma,1953,Drama,0,0,0,139,Filmco,9,https://image.tmdb.org/t/p/w500/h1OoqNSH0wByliSBM7ERERAIxSC.jpg,hi,0.0,Flop,5.0,0
Aaghosh,1953,Drama,0,0,0,0,Nihal Film Corporation,1,https://image.tmdb.org/t/p/w500/p0Uf3U4CdBUT25ztj8iKmSyIwVY.jpg,hi,0.0,Flop,5.0,0
Rail Ka Dibba,1953,Drama,0,0,0,0,"Dube Industries, The Bombay Talkies Studios",6,https://image.tmdb.org/t/p/w500/KK4FYGGXCjCIwNZfVrgBZNw8u1.jpg,hi,0.0,Flop,5.0,0
The Falcon,1953,"Adventure, Drama, History",0,0,3,141,Guru Dutt Films Pvt. Ltd.,5,https://image.tmdb.org/t/p/w500/disokZeIT9DpRMxZtGTqGCIZVog.jpg,hi,0.0,Flop,5.6020599913279625,0
Six Years of Freedom,1953,"Documentary, History",0,0,0,12,Films Division of India,8,https://image.tmdb.org/t/p/w500/v0QT4n0tH6jaF5Cs5Q2b1rxnQzU.jpg,hi,0.0,Flop,5.0,0
Dil-E-Nadan,1953,Romance,0,0,0,142,,1,,hi,0.0,Flop,5.0,0
Jungle Ka Jawahar,1953,Adventure,0,0,0,140,"Ultra Media & Entertainment [IN], Basant Pictures",1,https://image.tmdb.org/t/p/w500/9NVdLT3CKNI0qKEs11ViBHh3khI.jpg,hi,0.0,Flop,5.0,0
Pichchi Pulliah,1953,Unknown,0,0,0,0,,1,,hi,0.0,Flop,5.0,0
Surang,1953,Drama,0,0,0,150,,9,https://image.tmdb.org/t/p/w500/wFSJbPZO8pfwqbJRyMjMOEybauX.jpg,hi,0.0,Flop,5.0,0
Meenar,1954,Mystery,0,0,0,2,,1,https://image.tmdb.org/t/p/w500/41luSBeyty6Z4bKk1JO1CxkNzRl.jpg,hi,0.0,Flop,5.0,0
Danka,1954,Unknown,0,0,0,0,,12,https://image.tmdb.org/t/p/w500/hya46R5uW0JLiMFdexuxrUYsVWp.jpg,hi,0.0,Flop,5.0,0
Baadbaan,1954,"Drama, Family",0,0,0,145,Bombay Talkies Workers Industrial Co-Operative Society [IN],6,https://image.tmdb.org/t/p/w500/cMTiun5FFzr52onR4eijDxugzZf.jpg,hi,0.0,Flop,5.0,0
Alibaba and 40 Thieves,1954,"Drama, Adventure, Fantasy",0,0,1,148,"Wadia Brothers Production, Basant Pictures",1,https://image.tmdb.org/t/p/w500/aPCqi50kwssWN4nut9fmEcPtM9Z.jpg,hi,0.0,Flop,5.301029995663981,0
Aar Paar,1954,"Drama, Romance, Crime",0,0,7,146,Guru Dutt Films Pvt. Ltd.,7,https://image.tmdb.org/t/p/w500/fp6kIni6k7X1ZJnH6oKNbwm8aZP.jpg,hi,0.0,Flop,5.903089986991944,0
Subah Ka Tara,1954,Romance,0,0,3,107,,1,,hi,0.0,Flop,5.6020599913279625,0
Taxi Driver,1954,"Romance, Music",0,0,6,133,,1,https://image.tmdb.org/t/p/w500/yUBnIW6mPcpZciNTjCXYSxRI83W.jpg,hi,0.0,Flop,5.845098040014257,0
Aulad,1954,Unknown,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/aVRrBHeLO7Y8okE7Z0Uv8ljGXfF.jpg,hi,0.0,Flop,5.0,0
Biraj Bahu,1954,Drama,0,0,4,145,Hiten Chaudhury Productions,3,https://image.tmdb.org/t/p/w500/4NxXVFpSZZaZFC8HDo1DEMcpCVH.jpg,hi,0.0,Flop,5.698970004336019,0
Mayurpankh,1954,"Romance, Drama",0,0,0,106,,4,https://image.tmdb.org/t/p/w500/e2ORXPjxH4kM47sTDS0hV283hA9.jpg,hi,0.0,Flop,5.0,0
Nastik,1954,Unknown,0,0,0,143,Filmistan Studios,1,https://image.tmdb.org/t/p/w500/qwxAGTHKzSHt5uinIToJcKRP1XU.jpg,hi,0.0,Flop,5.0,0
Chandni Chowk,1954,Unknown,0,0,0,121,,6,https://image.tmdb.org/t/p/w500/4tSMYu0AzjN9pbw8cbu1y8OgmBE.jpg,hi,0.0,Flop,5.0,0
Chor Bazar,1954,"Drama, Comedy",0,0,0,127,,1,https://image.tmdb.org/t/p/w500/dJJnI3Qwtwko9GlGMmlmmaxbG4s.jpg,hi,0.0,Flop,5.0,0
Waris,1954,Drama,0,0,0,122,Minerva Movietone,1,https://image.tmdb.org/t/p/w500/duEWW3kUaFctjGQWhXlbGeFXRYZ.jpg,hi,0.0,Flop,5.0,0
Angarey,1954,Drama,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/afF4LQr36l4OLFPFtRkr7axiTBL.jpg,hi,0.0,Flop,5.0,0
Shri Chaitanya Mahaprabhu,1954,Drama,0,0,0,155,Prakash Pictures,7,https://image.tmdb.org/t/p/w500/qVXjhQ5tXnhGbuFIbNjIGhOyoBE.jpg,hi,0.0,Flop,5.0,0
Mastana,1954,Unknown,0,0,0,0,,1,https://image.tmdb.org/t/p/w500/d1sQkdNLSfrtmZwGUaWK4vGEKAO.jpg,hi,0.0,Flop,5.0,0
